project_id,lifecycle_cost,shedule_var,planned_cost
656,-0.026625088974642885,0.3185380080767081,-0.026625088974642885
657,-0.1036476106834805,-1.159434680582194,-0.1036476106834805
658,-0.09712122820504279,0.3185380080767081,-0.09712122820504279
661,-0.09528456865509996,0.3185380080767081,-0.09528456865509996
662,-0.09583225492866128,0.3185380080767081,-0.09583225492866128
663,-0.0971721757653741,0.3185380080767081,-0.0971721757653741
664,-0.10450862445307921,0.3185380080767081,-0.10450862445307921
665,0.1346901713023068,0.4151375302112769,0.1346901713023068
666,-0.1011868435194794,0.3185380080767081,-0.1011868435194794
667,-0.10164537156246096,0.3185380080767081,-0.10164537156246096
668,-0.09228120997357067,0.3185380080767081,-0.09228120997357067
669,-0.053316515832203426,0.3185380080767081,-0.053316515832203426
670,-0.0828151532640178,0.3185380080767081,-0.0828151532640178
671,-0.09319826605953381,0.25091834258251,-0.09319826605953381
1768,-0.09564374895543552,0.3185380080767081,-0.09564374895543552
1092,-0.09946481598028194,0.3185380080767081,-0.09946481598028194
1093,-0.1027764074018155,0.3185380080767081,-0.1027764074018155
1094,-0.04506301105853515,0.3185380080767081,-0.04506301105853515
1095,-0.10405009641009764,0.3185380080767081,-0.10405009641009764
1096,-0.10231787935883394,0.3185380080767081,-0.10231787935883394
1648,-0.07449949246674537,0.3185380080767081,-0.07449949246674537
1649,-0.09281463093023923,0.3185380080767081,-0.09281463093023923
1650,-0.10262865947685477,0.3185380080767081,-0.10262865947685477
1651,-0.09890948757267091,0.3185380080767081,-0.09890948757267091
1652,-0.09716708100934096,0.3185380080767081,-0.09716708100934096
1945,-0.020506286978855478,0.3185380080767081,-0.020506286978855478
1676,0.5022207818709241,0.3185380080767081,0.5022207818709241
1684,-0.06749012711636708,-0.5701775955613245,-0.06749012711636708
1685,-0.021779975987137618,0.3185380080767081,-0.021779975987137618
1969,-0.09533226576108211,0.3185380080767081,-0.09533226576108211
2937,-0.09640286760437168,0.3185380080767081,-0.09640286760437168
3221,-0.07862726380478613,0.3185380080767081,-0.07862726380478613
3261,-0.07862726380478613,0.3185380080767081,-0.07862726380478613
1097,0.0026619122915553205,0.3185380080767081,0.0026619122915553205
1740,-0.10081021367973036,-1.159434680582194,-0.10081021367973036
1939,-0.04627046823838662,-0.2803790291576182,-0.04627046823838662
1940,-0.04627046823838662,0.3185380080767081,-0.04627046823838662
1941,-0.046265373482353496,-0.2803790291576182,-0.046265373482353496
1942,-0.04627046823838662,0.3185380080767081,-0.04627046823838662
1943,-0.04627046823838662,0.3185380080767081,-0.04627046823838662
1944,-0.07574363189003536,0.3185380080767081,-0.07574363189003536
1746,-0.10454810881233596,0.3185380080767081,-0.10454810881233596
1769,-0.021138036726963433,-1.4588931991993572,-0.021138036726963433
1770,5.353223302255728,-1.4588931991993572,5.353223302255728
1767,-0.09078538960224411,0.3185380080767081,-0.09078538960224411
1099,-0.10099324279022051,-1.0241953495937979,-0.10099324279022051
1101,-0.10379535860844123,-2.6374073692410964,-0.10379535860844123
1102,-0.1027764074018155,-0.18377950702304946,-0.1027764074018155
1104,-0.06273079453619161,0.3185380080767081,-0.06273079453619161
1105,-0.08717626442837585,0.3185380080767081,-0.08717626442837585
672,-0.10440672933241664,-1.1690946327956508,-0.10440672933241664
673,-0.10099324279022051,-1.159434680582194,-0.10099324279022051
674,-0.09937820512771876,0.3185380080767081,-0.09937820512771876
1106,-0.07967678354761061,0.3185380080767081,-0.07967678354761061
1107,-0.06880457417291425,0.3185380080767081,-0.06880457417291425
1108,-0.06911025953490196,-1.4588931991993572,-0.06911025953490196
1109,-0.08328896557509875,-0.5701775955613245,-0.08328896557509875
1110,-0.08328896557509875,0.3185380080767081,-0.08328896557509875
1111,-0.09747276637132868,0.3185380080767081,-0.09747276637132868
1112,-0.10354062080678479,-2.03849033200677,-0.10354062080678479
1113,-0.10303114520347194,0.3185380080767081,-0.10303114520347194
1686,-0.10180663587517758,0.3185380080767081,-0.10180663587517758
1687,-0.10030126283628892,0.3185380080767081,-0.10030126283628892
1688,-0.09353924789131904,0.3185380080767081,-0.09353924789131904
1689,-0.10400855376940352,0.3185380080767081,-0.10400855376940352
1690,-0.10104684471844506,0.3185380080767081,-0.10104684471844506
1691,-0.0962943289218419,0.3185380080767081,-0.0962943289218419
1692,-0.10136367740663325,0.3185380080767081,-0.10136367740663325
1693,-0.09827798746760862,0.3185380080767081,-0.09827798746760862
1694,-0.10180064444208262,0.3185380080767081,-0.10180064444208262
1695,-0.0974623730690211,0.3185380080767081,-0.0974623730690211
1696,-0.10362973318456024,0.3185380080767081,-0.10362973318456024
1697,-0.08802908583027332,0.3185380080767081,-0.08802908583027332
1698,-0.1038255756064737,0.3185380080767081,-0.1038255756064737
1699,-0.07149859964713612,0.3185380080767081,-0.07149859964713612
1700,-0.10397005269806116,0.3185380080767081,-0.10397005269806116
1701,-0.10180449098288764,0.3185380080767081,-0.10180449098288764
1702,-0.10431712276330597,0.3185380080767081,-0.10431712276330597
1703,-0.10177143111098867,0.3185380080767081,-0.10177143111098867
1704,-0.1038157019692815,0.3185380080767081,-0.1038157019692815
1705,-0.1038157019692815,0.3185380080767081,-0.1038157019692815
1706,-0.10077133559644155,0.3185380080767081,-0.10077133559644155
1707,-0.10453201957278335,0.3185380080767081,-0.10453201957278335
1708,-0.10431161533203417,0.3185380080767081,-0.10431161533203417
1709,-0.08999727160196741,0.3185380080767081,-0.08999727160196741
1710,-0.04006312447749948,0.3185380080767081,-0.04006312447749948
1711,-0.10131519061346597,0.3185380080767081,-0.10131519061346597
1712,-0.08954437835915847,0.3185380080767081,-0.08954437835915847
1713,-0.09133518510480315,0.3185380080767081,-0.09133518510480315
1657,9.8149304244879,0.3185380080767081,9.8149304244879
